,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1604,60,rl,93.0,12090,pave,None,reg,lvl,allpub,corner,gtl,noridge,norm,norm,1fam,2story,8,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,650.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1141.0,1141.0,gasa,gd,y,sbrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,gd,10,typ,1,ta,builtin,1998.0,fin,2.0,420.0,ta,ta,y,144,123,0,0,0,0,None,None,None,0,7,2006,wd ,258000
1605,90,rl,0.0,7939,pave,None,reg,lvl,allpub,inside,gtl,sawyerw,feedr,norm,duplex,2story,7,5,2000,2000,hip,compshg,vinylsd,vinylsd,brkface,23.0,ta,ta,pconc,ex,ta,no,glq,820.0,unf,0.0,348.0,1168.0,gasa,ex,y,sbrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,ta,8,typ,2,ta,builtin,2000.0,fin,4.0,820.0,ta,ta,y,312,0,0,0,0,0,None,None,None,0,10,2009,wd ,269500
1606,60,rl,0.0,7750,pave,None,reg,lvl,allpub,inside,gtl,gilbert,rran,norm,1fam,2story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,None,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,707.0,707.0,gasa,ex,y,sbrkr,707,707,0,1414,0.0,0.0,2,1,3,1,gd,6,typ,1,gd,attchd,2002.0,fin,2.0,403.0,ta,ta,y,100,35,0,0,0,0,None,None,None,0,4,2008,wd ,176000
1607,80,rl,85.0,9350,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,6,7,1964,1991,hip,compshg,hdboard,hdboard,brkface,108.0,ta,ta,cblock,gd,ta,gd,lwq,270.0,alq,580.0,452.0,1302.0,gasa,ex,y,sbrkr,1302,0,0,1302,0.0,1.0,2,0,3,1,gd,7,min1,0,None,attchd,1964.0,rfn,1.0,309.0,ta,ta,y,333,0,0,0,0,0,None,mnprv,None,0,10,2007,cwd,158000
1608,80,rl,0.0,7750,pave,None,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,8,5,2002,2002,hip,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,353.0,unf,0.0,55.0,408.0,gasa,ex,y,sbrkr,779,640,0,1419,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,builtin,2002.0,fin,2.0,527.0,ta,ta,y,120,0,0,0,0,0,None,None,None,0,3,2009,wd ,184100
1609,20,rl,128.0,13001,pave,None,ir1,lvl,allpub,inside,gtl,nwames,posn,norm,1fam,1story,6,5,1971,1971,hip,compshg,hdboard,hdboard,brkface,176.0,ta,ta,cblock,ta,ta,mn,alq,492.0,blq,121.0,1012.0,1625.0,gasa,ta,y,sbrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,ta,6,typ,1,ta,attchd,1971.0,unf,2.0,944.0,ta,ta,y,0,0,249,0,0,0,None,None,None,0,9,2007,wd ,170000
1610,80,rl,0.0,13607,pave,None,ir1,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,slvl,6,6,1986,1986,gable,compshg,vinylsd,vinylsd,brkface,242.0,ta,gd,cblock,ta,ta,no,alq,454.0,unf,0.0,118.0,572.0,gasa,gd,y,sbrkr,1182,800,0,1982,1.0,0.0,2,1,3,1,ta,6,typ,1,ta,builtin,1986.0,fin,2.0,501.0,ta,ta,y,400,112,0,0,0,0,None,None,shed,1500,4,2009,wd ,208000
1611,120,rm,0.0,4435,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,twnhse,1story,6,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,170.0,gd,ta,pconc,gd,ta,av,glq,685.0,unf,0.0,163.0,848.0,gasa,ex,y,sbrkr,848,0,0,848,1.0,0.0,1,0,1,1,gd,4,typ,0,None,attchd,2003.0,fin,2.0,420.0,ta,ta,y,140,0,0,0,0,0,None,None,None,0,5,2009,wd ,140000
1612,120,rm,44.0,3843,pave,None,ir1,hls,allpub,inside,mod,crawfor,norm,norm,twnhse,1story,8,5,2007,2008,hip,compshg,cemntbd,cmentbd,stone,174.0,ex,ta,pconc,ex,ta,gd,glq,1476.0,unf,0.0,120.0,1596.0,gasa,ex,y,sbrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,ex,5,typ,1,gd,attchd,2007.0,fin,2.0,482.0,ta,ta,y,162,53,0,153,0,0,None,None,None,0,6,2009,new,230000
1613,120,rl,65.0,5950,pave,None,ir1,hls,allpub,inside,mod,stonebr,norm,norm,twnhse,1story,8,5,1989,1989,gable,compshg,hdboard,hdboard,none,0.0,gd,ta,pconc,gd,ta,gd,glq,319.0,unf,0.0,1018.0,1337.0,gasa,gd,y,sbrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,gd,5,typ,1,ta,attchd,1989.0,rfn,2.0,462.0,ta,ta,y,0,73,154,0,0,0,None,None,None,0,4,2008,wd ,188500
1614,50,rl,80.0,12400,pave,None,reg,hls,allpub,inside,mod,crawfor,norm,norm,1fam,1.5fin,5,6,1940,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,gd,ta,mn,blq,602.0,unf,0.0,299.0,901.0,gasa,ta,y,sbrkr,1125,592,0,1717,0.0,0.0,1,1,2,1,ta,7,typ,1,gd,attchd,1940.0,unf,1.0,410.0,ta,ta,y,0,0,0,0,113,0,None,None,None,0,2,2006,wd ,194000
1615,20,rl,75.0,10425,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1956,1958,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,774.0,unf,0.0,330.0,1104.0,gasa,gd,y,sbrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,ta,5,typ,0,None,attchd,1956.0,rfn,1.0,384.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,4,2008,wd ,133000
1616,20,rl,0.0,16269,pave,None,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,5,5,1978,1978,gable,compshg,metalsd,metalsd,brkface,76.0,ta,ta,brktil,gd,ta,av,glq,625.0,unf,0.0,282.0,907.0,gasa,ta,y,sbrkr,907,0,0,907,0.0,0.0,1,0,3,1,ta,5,typ,0,None,attchd,1978.0,unf,1.0,343.0,ta,ta,y,72,0,0,0,0,0,None,mnprv,None,0,7,2009,wd ,140000
1617,60,rl,68.0,8998,pave,None,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2000,2000,gable,compshg,vinylsd,vinylsd,brkface,120.0,gd,ta,pconc,gd,ta,mn,glq,527.0,unf,0.0,255.0,782.0,gasa,ex,y,sbrkr,782,870,0,1652,0.0,0.0,2,1,3,1,gd,6,typ,0,None,attchd,2000.0,rfn,2.0,532.0,ta,ta,y,0,70,0,0,0,0,None,None,None,0,6,2008,wd ,207500
1618,60,rl,80.0,10400,pave,None,reg,lvl,allpub,inside,gtl,nwames,posa,norm,1fam,2story,6,7,1967,1997,gable,compshg,metalsd,metalsd,brkface,256.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,932.0,932.0,gasa,gd,y,sbrkr,1271,1369,0,2640,0.0,0.0,2,1,5,1,gd,8,typ,1,ta,attchd,1967.0,rfn,2.0,515.0,ta,ta,y,0,120,0,0,168,0,None,None,None,0,5,2009,wd ,256900
1619,50,rl,60.0,10134,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,5,6,1940,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,735.0,735.0,gasa,gd,y,fusea,735,299,0,1034,0.0,0.0,1,0,2,1,ta,5,typ,0,None,detchd,1940.0,unf,1.0,240.0,ta,ta,y,0,39,0,0,0,0,None,None,None,0,7,2007,wd ,109000
1620,90,rl,64.0,7007,pave,None,reg,bnk,allpub,inside,gtl,sawyerw,norm,norm,duplex,1story,5,5,1979,1979,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,slab,None,None,no,None,0.0,unf,0.0,0.0,0.0,gasa,ta,y,sbrkr,1513,0,0,1513,0.0,0.0,2,0,4,2,ta,8,typ,0,None,attchd,1979.0,unf,2.0,400.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,6,2009,wd ,113722
1621,20,rl,78.0,11645,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8,5,2005,2006,gable,compshg,vinylsd,vinylsd,stone,76.0,gd,ta,pconc,ex,ta,gd,glq,24.0,unf,0.0,1474.0,1498.0,gasa,ex,y,sbrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2005.0,fin,3.0,844.0,ta,ta,y,144,98,0,0,0,0,None,None,None,0,3,2009,wd ,237000
1622,20,rl,60.0,8250,pave,None,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,7,1963,1963,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,alq,288.0,unf,0.0,765.0,1053.0,gasa,gd,y,sbrkr,1053,0,0,1053,1.0,0.0,1,0,3,1,gd,6,typ,0,None,2types,1994.0,rfn,2.0,692.0,ta,ta,y,240,0,0,0,109,0,None,None,None,0,7,2007,wd ,142100
1623,20,rl,0.0,11027,pave,None,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5,1954,1954,hip,compshg,wd sdng,wd sdng,stone,28.0,ta,ta,cblock,ta,ta,no,blq,468.0,rec,539.0,171.0,1178.0,gasa,gd,y,sbrkr,1293,0,0,1293,1.0,0.0,2,0,2,1,ta,5,typ,0,None,attchd,1954.0,rfn,2.0,452.0,ta,ta,y,280,0,0,0,0,0,None,None,None,0,5,2006,wd ,149900
1624,20,rl,95.0,12350,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2008,2008,hip,compshg,vinylsd,vinylsd,stone,450.0,ex,ta,pconc,ex,ta,av,glq,1232.0,unf,0.0,788.0,2020.0,gasa,ex,y,sbrkr,2020,0,0,2020,1.0,0.0,2,0,3,1,ex,7,typ,1,gd,attchd,2008.0,rfn,3.0,896.0,ta,ta,y,192,98,0,0,0,0,None,None,None,0,5,2009,wd ,404000
1625,60,rl,0.0,18275,pave,None,ir1,hls,allpub,inside,gtl,names,norm,norm,1fam,2story,7,8,1962,1998,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,ta,ta,gd,alq,636.0,unf,0.0,802.0,1438.0,gasa,ta,y,sbrkr,1900,548,0,2448,1.0,0.0,3,0,3,1,ta,9,typ,2,gd,attchd,1962.0,rfn,2.0,441.0,ta,ta,y,520,102,0,0,0,0,None,None,None,0,9,2006,wd ,277500
1626,60,rl,77.0,9206,pave,None,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,6,5,1985,1985,gable,compshg,hdboard,hdboard,brkface,336.0,gd,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,741.0,741.0,gasa,ta,y,sbrkr,977,755,0,1732,0.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1985.0,fin,2.0,476.0,ta,ta,y,192,46,0,0,0,0,None,None,None,0,6,2010,wd ,178000
1627,120,rl,48.0,6240,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,8,5,2006,2006,hip,compshg,metalsd,metalsd,brkface,176.0,gd,ta,pconc,gd,ta,no,glq,863.0,unf,0.0,461.0,1324.0,gasa,ex,y,sbrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2006.0,fin,2.0,550.0,ta,ta,y,192,38,0,0,0,0,None,None,None,0,12,2009,wd ,254000
1628,30,rm,68.0,9656,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,2,2,1923,1970,gable,compshg,asbshng,asbshng,none,0.0,ta,fa,brktil,fa,fa,no,unf,0.0,unf,0.0,678.0,678.0,gasa,ta,n,sbrkr,832,0,0,832,0.0,0.0,1,0,2,1,ta,5,typ,1,gd,detchd,1928.0,unf,2.0,780.0,fa,fa,n,0,0,0,0,0,0,None,None,None,0,6,2010,wd ,12789
1629,20,rl,63.0,7875,pave,None,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,1story,7,5,1995,1996,gable,compshg,hdboard,hdboard,brkface,38.0,ta,ta,pconc,gd,gd,no,unf,0.0,unf,0.0,1237.0,1237.0,gasa,gd,y,sbrkr,1253,0,0,1253,0.0,0.0,2,0,3,1,ta,6,typ,1,ta,attchd,1995.0,fin,2.0,402.0,ta,ta,y,220,21,0,0,0,0,None,None,None,0,6,2007,wd ,176000
1630,60,rl,111.0,16259,pave,None,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,2story,9,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,370.0,ta,ta,pconc,ex,gd,av,unf,0.0,unf,0.0,1249.0,1249.0,gasa,ex,y,sbrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,gd,9,typ,0,None,attchd,2006.0,rfn,3.0,840.0,ta,ta,y,240,154,0,0,0,0,None,None,None,0,9,2006,new,342643
1631,20,rl,0.0,6173,pave,None,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1967,1967,gable,compshg,hdboard,wd sdng,brkface,75.0,ta,ta,cblock,ta,ta,no,glq,599.0,unf,0.0,277.0,876.0,gasa,ta,y,sbrkr,902,0,0,902,0.0,0.0,1,0,3,1,ta,6,typ,0,None,attchd,1967.0,unf,1.0,288.0,ta,ta,y,0,0,0,0,0,0,None,mnprv,None,0,8,2007,wd ,125500
1632,20,rl,75.0,12890,pave,None,ir1,lvl,allpub,inside,gtl,timber,norm,norm,1fam,1story,6,5,1989,1989,gable,compshg,wd sdng,wd sdng,brkface,128.0,ta,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,1495.0,1495.0,gasa,ex,y,sbrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,ta,8,typ,1,ta,attchd,1989.0,unf,2.0,438.0,ta,ta,y,252,0,192,0,0,0,None,None,None,0,7,2008,wd ,150000
1633,20,fv,84.0,10440,pave,None,reg,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,cemntbd,cmentbd,none,0.0,ex,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,1574.0,1574.0,gasa,ex,y,sbrkr,1584,0,0,1584,0.0,0.0,2,0,2,1,ex,6,typ,1,gd,attchd,2007.0,fin,2.0,594.0,ta,ta,y,0,256,0,0,0,0,None,None,None,0,5,2007,new,261329
1634,20,rl,63.0,7500,pave,None,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,1story,7,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,120.0,ta,ta,pconc,gd,ta,no,glq,680.0,unf,0.0,400.0,1080.0,gasa,ex,y,sbrkr,1080,0,0,1080,1.0,0.0,1,0,3,1,gd,6,typ,0,None,no garage,0.0,None,0.0,0.0,None,None,y,0,0,0,0,0,0,None,None,None,0,4,2008,wd ,141000
1635,20,rl,75.0,9532,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,6,1953,1953,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,no,blq,595.0,rec,354.0,156.0,1105.0,gasa,gd,y,sbrkr,1647,0,0,1647,1.0,0.0,1,0,3,1,ta,6,min1,1,fa,attchd,1953.0,fin,1.0,280.0,ta,ta,y,225,0,0,0,0,368,ta,gdprv,None,0,2,2007,wd ,153000
1636,120,rl,53.0,3922,pave,None,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2006,2007,gable,compshg,wdshing,wd shng,brkface,72.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1258.0,1258.0,gasa,ex,y,sbrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2007.0,fin,3.0,648.0,ta,ta,y,144,16,0,0,0,0,None,None,None,0,6,2007,new,172500
1637,70,rl,60.0,8730,pave,None,reg,lvl,allpub,inside,gtl,brkside,rran,norm,1fam,2story,6,7,1915,2003,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,698.0,698.0,gasa,ex,y,fusea,698,698,0,1396,0.0,0.0,1,0,3,1,ta,7,typ,0,None,detchd,2003.0,unf,1.0,384.0,ta,ta,y,0,0,0,0,259,0,None,None,None,0,7,2007,wd ,153575
1638,30,c (all),60.0,6060,pave,None,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1story,5,9,1930,2007,hip,compshg,metalsd,metalsd,none,0.0,gd,ta,brktil,ta,ta,no,alq,737.0,unf,0.0,100.0,837.0,gasa,ex,y,sbrkr,1001,0,0,1001,0.0,0.0,1,0,2,1,gd,5,typ,0,None,detchd,1930.0,unf,1.0,216.0,ta,po,n,154,0,42,86,0,0,None,None,None,0,11,2007,wd ,124900
1639,20,rl,107.0,14450,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,9,5,2006,2007,gable,compshg,cemntbd,cmentbd,brkface,315.0,ex,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,2121.0,2121.0,gasa,ex,y,sbrkr,2121,0,0,2121,0.0,0.0,2,1,3,1,ex,8,typ,1,ex,attchd,2007.0,fin,3.0,732.0,ta,ta,y,124,98,0,0,142,0,None,None,None,0,5,2007,new,415298
1640,50,rm,60.0,5400,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,6,6,1920,1950,gable,compshg,metalsd,metalsd,none,0.0,fa,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,972.0,972.0,gasa,ex,y,sbrkr,1044,0,436,1480,0.0,0.0,1,0,3,1,ta,6,typ,0,None,detchd,1920.0,unf,1.0,207.0,fa,ta,y,0,0,176,0,0,0,None,None,None,0,9,2009,conli,119000
1641,20,rl,85.0,10000,pave,None,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,stone,410.0,gd,ta,pconc,gd,gd,av,unf,0.0,unf,0.0,1588.0,1588.0,gasa,ex,y,sbrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,3.0,825.0,ta,ta,y,144,45,0,0,0,0,None,None,None,0,12,2007,wd ,227000
1642,20,rl,72.0,10007,pave,None,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1959,2006,gable,compshg,hdboard,hdboard,brkface,54.0,gd,ta,cblock,ta,ta,no,alq,806.0,unf,0.0,247.0,1053.0,gasa,ex,y,sbrkr,1053,0,0,1053,1.0,0.0,1,1,3,1,gd,5,typ,0,None,attchd,1959.0,rfn,1.0,312.0,ta,ta,y,0,0,0,0,0,0,None,mnprv,None,0,8,2008,wd ,145500
1643,30,rm,52.0,7830,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,3,5,1921,1950,gable,compshg,asbshng,asbshng,none,0.0,ta,ta,brktil,fa,ta,no,lwq,416.0,unf,0.0,76.0,492.0,gasa,ta,y,sbrkr,492,0,0,492,1.0,0.0,1,0,1,1,ta,3,typ,0,None,detchd,1921.0,unf,1.0,200.0,fa,ta,n,0,0,78,0,0,0,None,None,None,0,6,2006,wd ,61500
1644,20,rl,90.0,11727,pave,None,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,7,6,1969,1969,gable,compshg,hdboard,hdboard,brkface,434.0,ta,gd,cblock,ta,ta,mn,unf,0.0,unf,0.0,1851.0,1851.0,gasa,gd,y,sbrkr,1851,0,0,1851,0.0,0.0,2,0,3,1,ta,8,typ,1,ta,attchd,1969.0,fin,2.0,506.0,ta,ta,y,0,146,0,0,0,0,None,None,None,0,3,2006,wd ,192100
1645,190,rm,60.0,10320,pave,grvl,reg,bnk,allpub,inside,gtl,idotrr,artery,norm,2fmcon,2story,6,7,1915,1965,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,no,rec,276.0,alq,262.0,160.0,698.0,gasa,ex,y,fusef,754,649,0,1403,1.0,0.0,1,1,3,1,ta,7,typ,0,None,detchd,1915.0,unf,1.0,308.0,ta,ta,y,0,0,288,0,0,0,None,None,None,0,2,2009,wd ,116000
1646,80,rl,65.0,10482,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,6,8,1958,1958,hip,compshg,vinylsd,vinylsd,brkface,63.0,ta,gd,cblock,ta,ta,av,glq,507.0,unf,0.0,81.0,588.0,gasa,ex,y,sbrkr,1138,0,0,1138,0.0,1.0,1,0,3,1,ta,6,typ,0,None,attchd,1958.0,rfn,1.0,264.0,ta,ta,y,224,0,0,0,0,0,None,mnww,None,0,6,2007,wd ,145000
1647,20,rl,110.0,15274,pave,None,ir1,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,9,5,2003,2003,hip,compshg,vinylsd,vinylsd,brkface,724.0,gd,ta,pconc,ex,ta,no,glq,1972.0,unf,0.0,480.0,2452.0,gasa,ex,y,sbrkr,2452,0,0,2452,2.0,0.0,2,0,3,1,ex,10,typ,1,gd,attchd,2003.0,fin,3.0,886.0,ta,ta,y,0,116,0,0,0,0,None,mnprv,None,0,7,2009,wd ,445000
1648,20,rl,61.0,8800,pave,None,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,5,7,1977,2008,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,gd,ta,mn,lwq,532.0,rec,144.0,364.0,1040.0,gasa,ta,y,sbrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,gd,5,typ,0,None,detchd,1977.0,unf,2.0,484.0,ta,ta,y,0,0,0,0,288,0,None,None,None,0,9,2009,wd ,150500
1649,60,rl,75.0,10000,pave,None,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,6,5,1993,1994,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,763.0,763.0,gasa,gd,y,sbrkr,763,892,0,1655,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1993.0,fin,2.0,440.0,ta,ta,y,157,84,0,0,0,0,None,None,None,0,4,2010,wd ,175900
1650,20,rl,78.0,10140,pave,None,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,6,1974,1974,hip,compshg,plywood,plywood,brkface,196.0,ta,ta,cblock,ta,ta,no,alq,888.0,unf,0.0,228.0,1116.0,gasa,ex,y,sbrkr,1116,0,0,1116,1.0,0.0,2,0,3,1,ta,6,typ,1,ta,attchd,1974.0,rfn,2.0,528.0,ta,ta,y,0,0,0,0,0,0,None,gdwo,None,0,4,2009,wd ,167900
1651,60,rl,58.0,14054,pave,None,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,879.0,879.0,gasa,ex,y,sbrkr,879,984,0,1863,0.0,0.0,2,1,4,1,gd,9,typ,1,gd,builtin,2006.0,fin,3.0,660.0,ta,ta,y,100,17,0,0,0,0,None,None,None,0,11,2006,new,219210
1652,60,rl,70.0,11218,pave,None,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,6,5,1992,1992,gable,compshg,wd sdng,wd sdng,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1055.0,1055.0,gasa,ex,y,sbrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,gd,8,typ,1,ta,attchd,1992.0,rfn,2.0,462.0,ta,ta,y,635,104,0,0,0,0,None,gdprv,shed,400,5,2010,wd ,189000
1653,20,rl,74.0,8856,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,4,1957,1957,gable,compshg,wd sdng,wd sdng,brkface,143.0,ta,ta,cblock,ta,ta,no,alq,621.0,lwq,52.0,503.0,1176.0,gasa,ta,y,sbrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,ta,6,typ,2,gd,attchd,1957.0,rfn,1.0,292.0,ta,ta,y,0,88,0,0,95,0,None,None,None,0,5,2008,wd ,136500
1654,20,rl,65.0,7800,pave,None,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,7,1966,2008,hip,compshg,hdboard,hdboard,brkface,47.0,ta,ta,cblock,ta,ta,mn,blq,240.0,rec,474.0,150.0,864.0,gasa,ex,y,sbrkr,892,0,0,892,1.0,0.0,1,0,3,1,gd,5,typ,0,None,detchd,1966.0,unf,1.0,416.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,6,2010,wd ,137900
1655,30,rm,60.0,7200,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,5,4,1910,2006,hip,compshg,metalsd,stucco,none,0.0,ta,ta,brktil,ta,ta,no,alq,247.0,rec,465.0,310.0,1022.0,gasw,ta,n,sbrkr,1022,0,0,1022,1.0,0.0,1,0,2,1,ta,4,maj2,0,None,detchd,1956.0,unf,1.0,280.0,ta,ta,y,0,30,226,0,0,0,None,None,None,0,6,2009,wd ,85000
1656,20,rl,89.0,10680,pave,None,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,3,1951,1951,hip,compshg,wd sdng,wd sdng,brkface,44.0,ta,ta,cblock,ta,fa,no,lwq,756.0,unf,0.0,1380.0,2136.0,gasa,ta,n,fusea,2136,0,0,2136,0.0,0.0,2,0,4,1,ta,7,mod,0,None,detchd,1951.0,unf,2.0,528.0,ta,ta,y,0,30,0,0,0,0,None,mnprv,None,0,10,2006,wd ,137900
1657,60,rl,59.0,9535,pave,None,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,1998,1998,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,gd,glq,851.0,unf,0.0,75.0,926.0,gasa,ex,y,sbrkr,926,678,0,1604,0.0,0.0,2,1,3,1,ta,7,typ,0,None,attchd,1998.0,fin,2.0,472.0,ta,ta,y,100,82,0,0,0,0,None,None,None,0,5,2008,wd ,195500
